,日期,AQI
87,2018-03-29,117.728
88,2018-03-30,70.151
89,2018-03-31,139.339
90,2018-04-01,221.325
91,2018-04-02,281.287
92,2018-04-03,80.65
93,2018-04-04,34.521
94,2018-04-05,88.249
95,2018-04-06,70.424
96,2018-04-07,46.729
97,2018-04-08,69.078
98,2018-04-09,113.569
99,2018-04-10,102.799
100,2018-04-11,53.63
101,2018-04-12,82.146
102,2018-04-13,64.927
103,2018-04-14,129.723
104,2018-04-15,71.213
105,2018-04-16,111.579
106,2018-04-17,149.39
107,2018-04-18,152.953
108,2018-04-19,166.286
109,2018-04-20,165.712
110,2018-04-21,98.74
111,2018-04-22,28.038
112,2018-04-23,37.402
113,2018-04-24,45.682
114,2018-04-25,60.16
115,2018-04-26,122.339
116,2018-04-27,111.628
117,2018-04-28,134.354
118,2018-04-29,178.362
119,2018-04-30,64.294
120,2018-05-01,137.644
121,2018-05-02,45.171
122,2018-05-03,52.373
123,2018-05-04,90.638
124,2018-05-05,185.252
125,2018-05-06,125.533
126,2018-05-07,98.635
127,2018-05-08,66.444
128,2018-05-09,81.323
129,2018-05-10,118.755
130,2018-05-11,110.631
131,2018-05-12,176.276
132,2018-05-13,75.373
133,2018-05-14,154.962
134,2018-05-15,94.759
135,2018-05-16,140.912
136,2018-05-17,64.441
137,2018-05-18,50.683
138,2018-05-19,67.763
139,2018-05-20,56.445
140,2018-05-21,75.644
141,2018-05-22,105.811
142,2018-05-23,155.496
143,2018-05-24,100.79
144,2018-05-25,98.44
145,2018-05-26,150.055
146,2018-05-27,95.015
147,2018-05-28,162.193
148,2018-05-29,44.739
149,2018-05-30,55.762
150,2018-05-31,80.391
151,2018-06-01,75.803
152,2018-06-02,101.308
153,2018-06-03,91.062
154,2018-06-04,73.833
155,2018-06-05,95.989
156,2018-06-06,106.168
157,2018-06-07,59.674
