,日期,最高气温,最低气温,天气,风向
1464,2022-01-04,3,-6,晴,1
1465,2022-01-05,2,-6,晴,1
1466,2022-01-06,6,-7,晴,1
1467,2022-01-07,3,-10,晴,1
1468,2022-01-08,8,-5,多云,1
1469,2022-01-09,0,-13,阴,1
1470,2022-01-10,14,6,多云,1
1471,2022-01-11,0,-7,多云,1
1472,2022-01-12,2,-7,晴,2
1473,2022-01-13,3,-6,晴,2
1474,2022-01-14,2,-6,多云,1
1475,2022-01-15,3,-8,晴,2
1476,2022-01-16,0,-9,晴,1
1477,2022-01-17,6,-8,多云,2
1478,2022-01-18,3,-9,多云,2
1479,2022-01-19,-2,-7,多云,2
1480,2022-01-20,-2,-5,多云,1
1481,2022-01-21,0,-4,小雪,2
1482,2022-01-22,1,-4,多云,1
1483,2022-01-23,1,-4,阴,2
1484,2022-01-24,7,-5,阴,1
1485,2022-01-25,5,-4,晴,4
1486,2022-01-26,3,-5,多云,1
1487,2022-01-27,3,-5,多云,3
1488,2022-01-28,4,-2,阴,1
1489,2022-01-29,-1,-9,晴,1
1490,2022-01-30,3,-3,霾,2
1491,2022-01-31,3,-5,晴,4
1492,2022-02-01,2,-7,晴,2
1493,2022-02-02,4,-7,晴,2
1494,2022-02-03,3,-6,多云,3
1495,2022-02-04,0,-6,晴,1
1496,2022-02-05,3,-5,晴,2
1497,2022-02-06,6,-5,多云,1
1498,2022-02-07,6,-5,多云,1
1499,2022-02-08,8,-5,晴,1
1500,2022-02-09,7,-5,多云,2
1501,2022-02-10,10,-3,阴,1
1502,2022-02-11,8,-3,多云,2
1503,2022-02-12,1,-2,多云,2
1504,2022-02-13,-3,-6,中雪,1
1505,2022-02-14,-1,-10,多云,2
1506,2022-02-15,-2,-10,多云,2
1507,2022-02-16,0,-9,晴,2
1508,2022-02-17,0,-7,多云,1
1509,2022-02-18,4,-6,多云,3
1510,2022-02-19,1,-9,晴,3
1511,2022-02-20,4,-7,晴,2
1512,2022-02-21,4,-8,多云,3
1513,2022-02-22,4,-7,晴,3
1514,2022-02-23,7,-6,晴,1
1515,2022-02-24,11,-5,晴,1
1516,2022-02-25,14,0,多云,2
1517,2022-02-26,12,-2,晴,2
1518,2022-02-27,16,-2,晴,1
1519,2022-02-28,12,-1,阴,3
1520,2022-03-01,11,-1,晴,2
1521,2022-03-02,16,0,晴,1
1522,2022-03-03,11,0,多云,1
1523,2022-03-04,11,-1,扬沙,1
1524,2022-03-05,10,-2,晴,1
1525,2022-03-06,11,-1,多云,2
1526,2022-03-07,18,2,晴,2
1527,2022-03-08,16,2,晴,1
1528,2022-03-09,17,4,多云,2
1529,2022-03-10,19,7,晴,1
1530,2022-03-11,12,5,多云,1
1531,2022-03-12,13,5,多云,1
1532,2022-03-13,11,4,多云,2
1533,2022-03-14,20,5,多云,2
1534,2022-03-15,15,6,多云,1
1535,2022-03-16,12,2,多云,2
1536,2022-03-17,3,-2,小雪,2
1537,2022-03-18,2,-2,大雪,1
1538,2022-03-19,6,-1,雨夹雪,2
1539,2022-03-20,10,1,多云,2
1540,2022-03-21,12,1,多云,2
1541,2022-03-22,9,1,多云,1
1542,2022-03-23,12,3,多云,1
1543,2022-03-24,9,7,多云,1
1544,2022-03-25,14,6,多云,1
1545,2022-03-26,20,3,多云,4
1546,2022-03-27,16,6,晴,1
1547,2022-03-28,18,9,多云,1
1548,2022-03-29,12,6,小雨,1
1549,2022-03-30,10,3,多云,2
1550,2022-03-31,15,2,多云,1
1551,2022-04-01,15,4,多云,2
1552,2022-04-02,19,4,晴,2
1553,2022-04-03,20,9,多云,3
1554,2022-04-04,22,10,多云,2
1555,2022-04-05,24,7,多云,2
1556,2022-04-06,14,4,晴,3
1557,2022-04-07,24,9,晴,1
1558,2022-04-08,25,12,晴,1
1559,2022-04-09,26,11,多云,1
1560,2022-04-10,26,14,多云,2
1561,2022-04-11,28,14,多云,2
1562,2022-04-12,23,14,阴,1
1563,2022-04-13,16,3,晴,1
1564,2022-04-14,21,8,晴,2
1565,2022-04-15,19,6,晴,2
1566,2022-04-16,23,11,晴,2
1567,2022-04-17,21,9,多云,2
1568,2022-04-18,23,10,晴,2
1569,2022-04-19,24,8,晴,1
1570,2022-04-20,29,17,多云,3
1571,2022-04-21,31,16,多云,2
1572,2022-04-22,25,10,多云,1
1573,2022-04-23,29,15,晴,1
1574,2022-04-24,27,14,多云,2
1575,2022-04-25,29,18,晴,2
1576,2022-04-26,15,2,晴,2
1577,2022-04-27,13,8,小雨,1
1578,2022-04-28,14,8,晴,2
1579,2022-04-29,20,11,阴,1
1580,2022-04-30,22,9,晴,3
1581,2022-05-01,26,11,多云,1
1582,2022-05-02,26,12,多云,2
1583,2022-05-03,31,16,晴,1
1584,2022-05-04,33,19,多云,3
1585,2022-05-05,30,15,多云,1
1586,2022-05-06,21,9,多云,1
1587,2022-05-07,19,9,多云,1
1588,2022-05-08,13,8,多云,1
1589,2022-05-09,18,8,晴,2
1590,2022-05-10,25,13,小雨,2
1591,2022-05-11,21,12,多云,2
1592,2022-05-12,19,14,阴,2
1593,2022-05-13,24,8,晴,1
1594,2022-05-14,25,9,晴,1
1595,2022-05-15,27,11,多云,2
1596,2022-05-16,29,13,多云,2
1597,2022-05-17,26,14,多云,1
1598,2022-05-18,29,14,多云,2
1599,2022-05-19,30,17,多云,1
1600,2022-05-20,25,13,多云,2
1601,2022-05-21,35,19,多云,2
1602,2022-05-22,23,14,多云,2
1603,2022-05-23,33,17,晴,1
1604,2022-05-24,35,22,晴,4
1605,2022-05-25,26,19,多云,1
1606,2022-05-26,32,26,晴,1
1607,2022-05-27,36,18,多云,3
1608,2022-05-28,24,15,多云,2
1609,2022-05-29,26,15,多云,1
1610,2022-05-30,31,16,晴,2
1611,2022-05-31,32,17,晴,1
1612,2022-06-01,21,11,多云,2
1613,2022-06-02,35,20,多云,2
1614,2022-06-03,35,20,小雨,1
1615,2022-06-04,31,20,晴,3
1616,2022-06-05,33,20,多云,3
1617,2022-06-06,28,16,晴,2
1618,2022-06-07,27,17,多云,1
1619,2022-06-08,26,15,多云,2
1620,2022-06-09,25,18,多云,1
1621,2022-06-10,27,18,阴,2
1622,2022-06-11,27,19,阴,2
1623,2022-06-12,26,19,多云,1
1624,2022-06-13,27,18,多云,1
1625,2022-06-14,10,4,阴,4
1626,2022-06-15,27,18,多云,2
1627,2022-06-16,29,20,多云,1
1628,2022-06-17,9,3,阴,4
1629,2022-06-18,28,9,晴,2
1630,2022-06-19,22,12,小雨到中雨,1
1631,2022-06-20,35,24,多云,2
1632,2022-06-21,35,24,多云,2
1633,2022-06-22,28,18,多云,4
1634,2022-06-23,36,23,晴,2
1635,2022-06-24,35,22,晴,2
1636,2022-06-25,22,11,晴,2
1637,2022-06-26,33,22,小雨,2
1638,2022-06-27,31,21,多云,2
1639,2022-06-28,30,17,多云,1
1640,2022-06-29,22,10,多云,2
1641,2022-06-30,30,22,多云,1
1642,2022-07-01,30,22,多云,2
1643,2022-07-02,31,23,多云,1
1644,2022-07-03,25,22,大雨,2
1645,2022-07-04,29,23,多云,2
1646,2022-07-05,32,23,小雨,2
1647,2022-07-06,30,22,多云,3
1648,2022-07-07,36,24,晴,2
1649,2022-07-08,34,24,多云,1
1650,2022-07-09,35,22,多云,1
1651,2022-07-10,27,20,小雨,3
1652,2022-07-11,27,23,多云,1
1653,2022-07-12,25,22,中雨,4
1654,2022-07-13,33,23,晴,2
1655,2022-07-14,35,21,晴,2
1656,2022-07-15,36,24,多云,1
1657,2022-07-16,33,23,多云,2
1658,2022-07-17,36,23,多云,2
1659,2022-07-18,35,22,晴,2
1660,2022-07-19,32,24,多云,2
1661,2022-07-20,32,22,多云,2
1662,2022-07-21,33,24,多云,2
1663,2022-07-22,31,23,多云,1
1664,2022-07-23,33,23,多云,3
1665,2022-07-24,33,25,多云,2
1666,2022-07-25,32,24,多云,2
1667,2022-07-26,33,23,阴,3
1668,2022-07-27,26,21,暴雨,2
1669,2022-07-28,29,21,多云,5
1670,2022-07-29,31,23,多云,4
1671,2022-07-30,31,24,多云,2
1672,2022-07-31,33,25,多云,2
1673,2022-08-01,34,25,多云,1
1674,2022-08-02,34,26,多云,2
1675,2022-08-03,35,26,多云,2
1676,2022-08-04,35,26,多云,1
1677,2022-08-05,36,27,晴,2
1678,2022-08-06,33,25,雾,1
1679,2022-08-07,32,25,雾,4
1680,2022-08-08,27,22,多云,1
1681,2022-08-09,24,20,小雨,2
1682,2022-08-10,30,20,晴,3
1683,2022-08-11,31,24,雾,2
1684,2022-08-12,31,25,多云,2
1685,2022-08-13,32,24,多云,1
1686,2022-08-14,24,23,中雨,1
1687,2022-08-15,35,21,雾,3
1688,2022-08-16,31,22,多云,1
1689,2022-08-17,30,24,多云,3
1690,2022-08-18,25,24,中雨,1
1691,2022-08-19,31,21,多云,2
1692,2022-08-20,30,23,多云,2
1693,2022-08-21,31,24,多云,2
1694,2022-08-22,33,19,雾,1
1695,2022-08-23,28,21,多云,2
1696,2022-08-24,27,19,多云,1
1697,2022-08-25,32,19,晴,1
1698,2022-08-26,27,14,多云,1
1699,2022-08-27,27,18,多云,1
1700,2022-08-28,23,16,多云,2
1701,2022-08-29,22,18,多云,1
1702,2022-08-30,27,18,多云,1
1703,2022-08-31,31,18,晴,2
1704,2022-09-01,28,15,晴,2
1705,2022-09-02,28,18,晴,1
1706,2022-09-03,27,19,多云,1
1707,2022-09-04,28,20,多云,2
1708,2022-09-05,28,14,晴,3
1709,2022-09-06,29,15,晴,1
1710,2022-09-07,32,17,晴,2
1711,2022-09-08,32,19,晴,1
1712,2022-09-09,31,20,多云,1
1713,2022-09-10,31,19,多云,2
1714,2022-09-11,28,20,多云,1
1715,2022-09-12,30,20,多云,1
1716,2022-09-13,30,20,多云,4
1717,2022-09-14,30,20,多云,2
1718,2022-09-15,30,19,多云,2
1719,2022-09-16,30,20,多云,1
1720,2022-09-17,30,20,多云,2
1721,2022-09-18,29,17,晴,1
1722,2022-09-19,26,13,多云,2
1723,2022-09-20,26,14,晴,1
1724,2022-09-21,26,16,多云,3
1725,2022-09-22,27,13,多云,4
1726,2022-09-23,25,10,晴,2
1727,2022-09-24,26,11,多云,3
1728,2022-09-25,26,13,多云,1
1729,2022-09-26,28,15,多云,1
1730,2022-09-27,29,16,多云,2
1731,2022-09-28,28,16,多云,1
1732,2022-09-29,29,18,多云,2
1733,2022-09-30,29,19,多云,1
1734,2022-10-01,24,19,多云,1
1735,2022-10-02,19,17,小雨,1
1736,2022-10-03,20,8,小雨,3
1737,2022-10-04,16,4,晴,1
1738,2022-10-05,15,6,多云,2
1739,2022-10-06,18,4,多云,2
1740,2022-10-07,19,9,多云,2
1741,2022-10-08,12,9,多云,2
1742,2022-10-09,15,6,晴,3
1743,2022-10-10,18,3,晴,1
1744,2022-10-11,20,5,晴,3
1745,2022-10-12,20,8,多云,1
1746,2022-10-13,19,12,多云,1
1747,2022-10-14,22,10,多云,1
1748,2022-10-15,24,11,多云,1
1749,2022-10-16,19,5,晴,1
1750,2022-10-17,17,2,晴,2
1751,2022-10-18,19,2,晴,1
1752,2022-10-19,21,7,晴,3
1753,2022-10-20,18,7,多云,3
1754,2022-10-21,22,10,多云,1
1755,2022-10-22,21,5,晴,1
1756,2022-10-23,22,4,晴,1
1757,2022-10-24,20,6,晴,1
1758,2022-10-25,19,10,多云,1
1759,2022-10-26,18,10,多云,3
1760,2022-10-27,12,9,多云,0
1761,2022-10-28,13,9,多云,2
1762,2022-10-29,14,8,多云,1
1763,2022-10-30,15,8,多云,1
1764,2022-10-31,17,2,晴,2
1765,2022-11-01,15,4,晴,1
1766,2022-11-02,16,3,多云,2
1767,2022-11-03,13,0,多云,1
1768,2022-11-04,14,-1,晴,2
1769,2022-11-05,16,4,晴,2
1770,2022-11-06,12,4,多云,1
1771,2022-11-07,16,1,晴,1
1772,2022-11-08,16,3,多云,2
1773,2022-11-09,13,5,多云,1
1774,2022-11-10,16,8,多云,1
1775,2022-11-11,12,10,小雨,1
1776,2022-11-12,11,0,多云,3
1777,2022-11-13,9,-1,晴,2
1778,2022-11-14,12,0,晴,1
1779,2022-11-15,17,0,雾,2
1780,2022-11-16,15,0,多云,1
1781,2022-11-17,15,4,多云,1
1782,2022-11-18,11,4,多云,5
1783,2022-11-19,14,5,多云,2
1784,2022-11-20,9,4,多云,2
1785,2022-11-21,13,2,多云,2
1786,2022-11-22,11,0,多云,1
1787,2022-11-23,13,2,多云,1
1788,2022-11-24,8,4,多云,1
1789,2022-11-25,13,-2,雾,2
1790,2022-11-26,4,-2,多云,3
1791,2022-11-27,7,1,多云,1
1792,2022-11-28,13,-5,多云,3
1793,2022-11-29,-5,-9,多云,4
1794,2022-11-30,-1,-9,晴,4
1795,2022-12-01,0,-8,晴,1
1796,2022-12-02,0,-6,多云,2
1797,2022-12-03,2,-9,多云,1
1798,2022-12-04,2,-8,晴,1
1799,2022-12-05,5,-8,多云,2
1800,2022-12-06,6,-6,晴,1
1801,2022-12-07,8,-5,多云,1
1802,2022-12-08,9,-5,多云,1
1803,2022-12-09,7,-3,多云,2
1804,2022-12-10,3,-5,晴,1
1805,2022-12-11,4,-4,多云,2
1806,2022-12-12,3,-6,多云,1
1807,2022-12-13,-3,-10,多云,1
1808,2022-12-14,0,-7,多云,1
1809,2022-12-15,-1,-9,多云,2
1810,2022-12-16,-1,-12,多云,4
1811,2022-12-17,-2,-11,多云,1
1812,2022-12-18,0,-10,多云,2
1813,2022-12-19,2,-9,晴,1
1814,2022-12-20,2,-7,多云,4
1815,2022-12-21,0,-7,多云,4
1816,2022-12-22,-1,-8,多云,2
1817,2022-12-23,0,-7,晴,3
1818,2022-12-24,4,-7,晴,3
1819,2022-12-25,1,-7,多云,1
1820,2022-12-26,3,-7,晴,1
1821,2022-12-27,1,-8,晴,2
1822,2022-12-28,3,-8,晴,5
1823,2022-12-29,3,-9,晴,1
1824,2022-12-30,4,-8,晴,1
1825,2022-12-31,6,-7,晴,1
1826,2023-01-01,4,-7,多云,1
1827,2023-01-02,3,-8,多云,1
1828,2023-01-03,3,-8,多云,1
1829,2023-01-04,5,-8,晴,1
1830,2023-01-05,4,-6,多云,1
1831,2023-01-06,9,-7,多云,1
1832,2023-01-07,7,-6,多云,1
1833,2023-01-08,12,-5,晴,3
1834,2023-01-09,8,-6,多云,5
1835,2023-01-10,7,-6,晴,4
1836,2023-01-11,2,-4,多云,1
1837,2023-01-12,3,0,多云,1
1838,2023-01-13,7,-4,多云,2
1839,2023-01-14,-2,-10,阴,4
1840,2023-01-15,0,-10,晴,2
1841,2023-01-16,1,-8,晴,3
1842,2023-01-17,3,-9,晴,2
1843,2023-01-18,3,-6,晴,1
1844,2023-01-19,4,-9,晴,1
1845,2023-01-20,-1,-9,晴,1
1846,2023-01-21,1,-9,晴,1
1847,2023-01-22,4,-8,多云,2
1848,2023-01-23,-3,-14,多云,3
1849,2023-01-24,-6,-13,晴,1
1850,2023-01-25,-4,-10,多云,2
1851,2023-01-26,1,-9,多云,2
1852,2023-01-27,2,-9,晴,3
1853,2023-01-28,6,-5,晴,1
1854,2023-01-29,10,-6,晴,1
1855,2023-01-30,8,-5,晴,2
1856,2023-01-31,14,-3,晴,3
1857,2023-02-01,4,-8,多云,2
1858,2023-02-02,2,-7,多云,1
1859,2023-02-03,5,-5,多云,1
1860,2023-02-04,9,-6,晴,2
1861,2023-02-05,6,-4,多云,1
1862,2023-02-06,8,-5,多云,2
1863,2023-02-07,6,-5,晴,1
1864,2023-02-08,7,-2,多云,2
1865,2023-02-09,1,-5,多云,2
1866,2023-02-10,3,-3,多云,2
1867,2023-02-11,3,0,多云,2
1868,2023-02-12,2,-4,大雪,1
1869,2023-02-13,6,-2,多云,3
1870,2023-02-14,4,-5,多云,1
1871,2023-02-15,4,-6,多云,2
1872,2023-02-16,6,-4,多云,1
1873,2023-02-17,5,-1,多云,1
1874,2023-02-18,4,-5,多云,3
1875,2023-02-19,11,-3,晴,2
1876,2023-02-20,6,-5,晴,2
1877,2023-02-21,5,-3,多云,1
1878,2023-02-22,9,-2,多云,2
1879,2023-02-23,10,0,多云,2
1880,2023-02-24,7,-5,多云,2
1881,2023-02-25,10,-4,晴,2
1882,2023-02-26,11,-1,晴,1
1883,2023-02-27,12,1,多云,1
1884,2023-02-28,14,-1,多云,2
1885,2023-03-01,10,-3,晴,2
1886,2023-03-02,14,0,晴,2
1887,2023-03-03,20,0,晴,1
1888,2023-03-04,16,0,多云~晴,1
1889,2023-03-05,11,2,多云~晴,1
1890,2023-03-06,23,3,多云~晴,1
1891,2023-03-07,21,7,多云,1
1892,2023-03-08,19,2,多云~晴,2
1893,2023-03-09,19,6,多云~晴,1
1894,2023-03-10,27,8,多云,3
1895,2023-03-11,14,1,多云~小雨,4
1896,2023-03-12,11,-1,多云,2
1897,2023-03-13,15,3,多云,1
1898,2023-03-14,21,1,扬沙~晴,3
1899,2023-03-15,11,-1,多云~晴,1
1900,2023-03-16,11,1,多云,1
1901,2023-03-17,10,1,多云,1
1902,2023-03-18,17,1,多云~晴,2
1903,2023-03-19,14,5,多云,1
1904,2023-03-20,16,7,多云,1
1905,2023-03-21,18,10,多云,1
1906,2023-03-22,15,4,多云,2
1907,2023-03-23,12,4,多云,2
1908,2023-03-24,13,3,多云~阴,1
1909,2023-03-25,15,-1,多云~晴,1
1910,2023-03-26,16,3,多云~晴,3
1911,2023-03-27,20,5,多云~晴,3
1912,2023-03-28,21,7,多云,4
1913,2023-03-29,25,10,多云~晴,4
1914,2023-03-30,25,11,多云~晴,1
1915,2023-03-31,23,10,多云,2
1916,2023-04-01,22,12,多云,3
1917,2023-04-02,20,13,多云~阴,4
1918,2023-04-03,18,9,多云~小雨,2
1919,2023-04-04,12,6,小雨,2
1920,2023-04-05,17,9,多云~小雨,0
1921,2023-04-06,18,5,多云~晴,3
1922,2023-04-07,16,4,晴,3
1923,2023-04-08,22,8,晴~多云,4
1924,2023-04-09,22,10,多云,2
1925,2023-04-10,28,11,多云,1
1926,2023-04-11,18,5,多云~晴,5
1927,2023-04-12,22,11,多云~晴,2
1928,2023-04-13,22,13,多云,5
1929,2023-04-14,20,8,多云~晴,3
1930,2023-04-15,20,7,多云~晴,3
1931,2023-04-16,21,10,多云,3
1932,2023-04-17,21,10,多云,2
1933,2023-04-18,27,9,多云~晴,3
1934,2023-04-19,26,16,多云~扬沙,1
1935,2023-04-20,18,12,多云~阴,2
1936,2023-04-21,14,8,多云~小雨,3
1937,2023-04-22,14,7,多云,1
1938,2023-04-23,16,6,多云,4
1939,2023-04-24,17,8,多云~阴,3
1940,2023-04-25,20,5,多云~晴,3
1941,2023-04-26,19,10,多云,1
1942,2023-04-27,20,12,多云~小雨,3
1943,2023-04-28,21,11,雾~多云,2
1944,2023-04-29,24,9,多云~晴,3
1945,2023-04-30,24,11,多云~晴,2
1946,2023-05-01,25,16,多云~小雨,3
1947,2023-05-02,28,16,多云~晴,3
1948,2023-05-03,27,15,多云,2
1949,2023-05-04,20,15,多云~小雨,2
1950,2023-05-05,19,14,多云,2
1951,2023-05-06,24,12,多云~晴,1
1952,2023-05-07,26,11,晴,1
1953,2023-05-08,28,13,多云,2
1954,2023-05-09,27,14,多云,3
1955,2023-05-10,27,14,多云,6
1956,2023-05-11,27,13,多云,2
1957,2023-05-12,25,15,小雨~晴,2
1958,2023-05-13,28,16,多云~晴,4
1959,2023-05-14,30,16,晴,2
1960,2023-05-15,34,22,多云~晴,3
1961,2023-05-16,19,9,多云,1
1962,2023-05-17,8,3,阴,3
1963,2023-05-18,23,14,多云,2
1964,2023-05-19,18,17,晴,5
1965,2023-05-20,18,13,阴,2
1966,2023-05-21,22,16,多云,3
1967,2023-05-22,15,9,小雨到大雨,1
1968,2023-05-23,21,16,晴,2
1969,2023-05-24,22,16,晴,2
1970,2023-05-25,19,13,多云,2
1971,2023-05-26,24,12,多云,2
1972,2023-05-27,22,11,多云,2
1973,2023-05-28,27,25,多云,4
